Unix Time,System usec,ID (Hex),DLC,B0,B1,B2,B3,B4,B5,B6,B7
1477874838.739206,18071427,1CFFFFFF,8,00,0E,F6,5A,81,74,5E,47
1477874838.739509,18071729,1CFFFFFF,8,00,0E,F6,5B,81,74,5F,70
1477874838.739807,18072027,1CFFFFFF,8,00,0E,F6,5C,81,74,60,93
1477874838.740104,18072325,1CFFFFFF,8,00,0E,F6,5D,81,74,61,C3
1477874838.740400,18072620,1CFFFFFF,8,00,0E,F6,5E,81,74,62,EC
1477874838.740700,18072920,1CFFFFFF,8,00,0E,F6,5F,81,74,64,15
1477874838.741002,18073223,1CFFFFFF,8,00,0E,F6,60,81,74,65,3E
1477874838.741298,18073518,1CFFFFFF,8,00,0E,F6,61,81,74,66,68
1477874838.741596,18073816,1CFFFFFF,8,00,0E,F6,62,81,74,67,97
1477874838.741894,18074114,1CFFFFFF,8,00,0E,F6,63,81,74,68,C1
1477874838.742192,18074412,1CFFFFFF,8,00,0E,F6,64,81,74,69,EA
1477874838.742489,18074710,1CFFFFFF,8,00,0E,F6,65,81,74,6B,13
1477874838.742788,18075008,1CFFFFFF,8,00,0E,F6,66,81,74,6C,3C
1477874838.743085,18075306,1CFFFFFF,8,00,0E,F6,67,81,74,6D,66
1477874838.743383,18075603,1CFFFFFF,8,00,0E,F6,68,81,74,6E,95
1477874838.743681,18075901,1CFFFFFF,8,00,0E,F6,69,81,74,6F,B8
1477874838.743976,18076197,1CFFFFFF,8,00,0E,F6,6A,81,74,70,E8
1477874838.744272,18076492,1CFFFFFF,8,00,0E,F6,6B,81,74,72,11
1477874838.744572,18076793,1CFFFFFF,8,00,0E,F6,6C,81,74,73,3A
1477874838.744870,18077091,1CFFFFFF,8,00,0E,F6,6D,81,74,74,5D
1477874838.745169,18077389,1CFFFFFF,8,00,0E,F6,6E,81,74,75,8D
1477874838.745467,18077688,1CFFFFFF,8,00,0E,F6,6F,81,74,76,B6
1477874838.745768,18077989,1CFFFFFF,8,00,0E,F6,70,81,74,77,DF
1477874838.746065,18078285,1CFFFFFF,8,00,0E,F6,71,81,74,79,09
1477874838.746359,18078579,1CFFFFFF,8,00,0E,F6,72,81,74,7A,38
1477874838.746660,18078880,1CFFFFFF,8,00,0E,F6,73,81,74,7B,62
1477874838.746958,18079179,1CFFFFFF,8,00,0E,F6,74,81,74,7C,84
1477874838.747257,18079477,1CFFFFFF,8,00,0E,F6,75,81,74,7D,B4
1477874838.747553,18079774,1CFFFFFF,8,00,0E,F6,76,81,74,7E,DD
1477874838.747857,18080077,1CFFFFFF,8,00,0E,F6,77,81,74,80,06
1477874838.748160,18080380,1CFFFFFF,8,00,0E,F6,78,81,74,81,30
1477874838.748468,18080688,1CFFFFFF,8,00,0E,F6,79,81,74,82,5F
1477874838.748764,18080984,1CFFFFFF,8,00,0E,F6,7A,81,74,83,8F
1477874838.749063,18081283,1CFFFFFF,8,00,0E,F6,7B,81,74,84,BF
1477874838.749361,18081582,1CFFFFFF,8,00,0E,F6,7C,81,74,85,EE
1477874838.749662,18081883,1CFFFFFF,8,00,0E,F6,7D,81,74,87,17
1477874838.749961,18082181,1CFFFFFF,8,00,0E,F6,7E,81,74,88,40
1477874838.750260,18082480,1CFFFFFF,8,00,0E,F6,7F,81,74,89,6A
1477874838.750558,18082779,1CFFFFFF,8,00,0E,F6,80,81,74,8A,99
1477874838.750857,18083078,1CFFFFFF,8,00,0E,F6,81,81,74,8B,C3
1477874838.751156,18083377,1CFFFFFF,8,00,0E,F6,82,81,74,8C,EC
1477874838.751456,18083677,1CFFFFFF,8,00,0E,F6,83,81,74,8E,15
1477874838.751752,18083972,1CFFFFFF,8,00,0E,F6,84,81,74,8F,45
1477874838.752050,18084270,1CFFFFFF,8,00,0E,F6,85,81,74,90,6E
1477874838.752350,18084570,1CFFFFFF,8,00,0E,F6,86,81,74,91,97
1477874838.752648,18084868,1CFFFFFF,8,00,0E,F6,87,81,74,92,C1
1477874838.752946,18085166,1CFFFFFF,8,00,0E,F6,88,81,74,93,EA
1477874838.753241,18085462,1CFFFFFF,8,00,0E,F6,89,81,74,95,1A
1477874838.753539,18085760,1CFFFFFF,8,00,0E,F6,8A,81,74,96,43
1477874838.753838,18086058,1CFFFFFF,8,00,0E,F6,8B,81,74,97,6C
1477874838.754135,18086356,1CFFFFFF,8,00,0E,F6,8C,81,74,98,95
1477874838.754431,18086651,1CFFFFFF,8,00,0E,F6,8D,81,74,99,B8
1477874838.754726,18086947,1CFFFFFF,8,00,0E,F6,8E,81,74,9A,E8
1477874838.755029,18087249,1CFFFFFF,8,00,0E,F6,8F,81,74,9C,0B
1477874838.755325,18087545,1CFFFFFF,8,00,0E,F6,90,81,74,9D,34
1477874838.755622,18087843,1CFFFFFF,8,00,0E,F6,91,81,74,9E,63
1477874838.755922,18088143,1CFFFFFF,8,00,0E,F6,92,81,74,9F,8D
1477874838.756220,18088441,1CFFFFFF,8,00,0E,F6,93,81,74,A0,B6
1477874838.756518,18088739,1CFFFFFF,8,00,0E,F6,94,81,74,A1,DF
1477874838.756816,18089037,1CFFFFFF,8,00,0E,F6,95,81,74,A3,08
1477874838.757112,18089332,1CFFFFFF,8,00,0E,F6,96,81,74,A4,32
1477874838.757410,18089630,1CFFFFFF,8,00,0E,F6,97,81,74,A5,61
1477874838.757710,18089931,1CFFFFFF,8,00,0E,F6,98,81,74,A6,84
1477874838.758006,18090226,1CFFFFFF,8,00,0E,F6,99,81,74,A7,B4
1477874838.758301,18090522,1CFFFFFF,8,00,0E,F6,9A,81,74,A8,DD
1477874838.758602,18090822,1CFFFFFF,8,00,0E,F6,9B,81,74,AA,06
1477874838.758897,18091117,1CFFFFFF,8,00,0E,F6,9C,81,74,AB,2F
1477874838.759193,18091413,1CFFFFFF,8,00,0E,F6,9D,81,74,AC,59
1477874838.759491,18091711,1CFFFFFF,8,00,0E,F6,9E,81,74,AD,82
1477874838.759793,18092014,1CFFFFFF,8,00,0E,F6,9F,81,74,AE,A5
1477874838.760095,18092316,1CFFFFFF,8,00,0E,F6,A0,81,74,AF,D5
1477874838.760393,18092614,1CFFFFFF,8,00,0E,F6,A1,81,74,B0,FE
1477874838.760689,18092909,1CFFFFFF,8,00,0E,F6,A2,81,74,B2,2D
1477874838.760989,18093209,1CFFFFFF,8,00,0E,F6,A3,81,74,B3,57
1477874838.761287,18093507,1CFFFFFF,8,00,0E,F6,A4,81,74,B4,80
1477874838.761585,18093805,1CFFFFFF,8,00,0E,F6,A5,81,74,B5,A9
1477874838.761882,18094103,1CFFFFFF,8,00,0E,F6,A6,81,74,B6,D9
1477874838.762180,18094401,1CFFFFFF,8,00,0E,F6,A7,81,74,B7,FC
1477874838.762476,18094696,1CFFFFFF,8,00,0E,F6,A8,81,74,B9,2B
1477874838.762774,18094994,1CFFFFFF,8,00,0E,F6,A9,81,74,BA,55
1477874838.763072,18095292,1CFFFFFF,8,00,0E,F6,AA,81,74,BB,7E
1477874838.763370,18095590,1CFFFFFF,8,00,0E,F6,AB,81,74,BC,A7
1477874838.763668,18095888,1CFFFFFF,8,00,0E,F6,AC,81,74,BD,D0
1477874838.763968,18096189,1CFFFFFF,8,00,0E,F6,AD,81,74,BE,F9
1477874838.764266,18096486,1CFFFFFF,8,00,0E,F6,AE,81,74,C0,23
1477874838.764566,18096787,1CFFFFFF,8,00,0E,F6,AF,81,74,C1,52
1477874838.764862,18097083,1CFFFFFF,8,00,0E,F6,B0,81,74,C2,7B
1477874838.765160,18097380,1CFFFFFF,8,00,0E,F6,B1,81,74,C3,A5
1477874838.765458,18097678,1CFFFFFF,8,00,0E,F6,B2,81,74,C4,CE
1477874838.765758,18097978,1CFFFFFF,8,00,0E,F6,B3,81,74,C5,F7
1477874838.766053,18098274,1CFFFFFF,8,00,0E,F6,B4,81,74,C7,21
1477874838.766349,18098569,1CFFFFFF,8,00,0E,F6,B5,81,74,C8,4A
1477874838.766647,18098867,1CFFFFFF,8,00,0E,F6,B6,81,74,C9,73
1477874838.766945,18099165,1CFFFFFF,8,00,0E,F6,B7,81,74,CA,9C
1477874838.767240,18099461,1CFFFFFF,8,00,0E,F6,B8,81,74,CB,C6
1477874838.767538,18099759,1CFFFFFF,8,00,0E,F6,B9,81,74,CC,EF
1477874838.767839,18100059,1CFFFFFF,8,00,0E,F6,BA,81,74,CE,18
1477874838.768136,18100357,1CFFFFFF,8,00,0E,F6,BB,81,74,CF,42
1477874838.768434,18100654,1CFFFFFF,8,00,0E,F6,BC,81,74,D0,6B
1477874838.768730,18100950,1CFFFFFF,8,00,0E,F6,BD,81,74,D1,94
1477874838.769027,18101248,1CFFFFFF,8,00,0E,F6,BE,81,74,D2,C3
1477874838.769330,18101550,1CFFFFFF,8,00,0E,F6,BF,81,74,D3,E7
1477874838.769630,18101850,1CFFFFFF,8,00,0E,F6,C0,81,74,D5,10
1477874838.769933,18102153,1CFFFFFF,8,00,0E,F6,C1,81,74,D6,3F
1477874838.770235,18102455,1CFFFFFF,8,00,0E,F6,C2,81,74,D7,6F
1477874838.770533,18102753,1CFFFFFF,8,00,0E,F6,C3,81,74,D8,98
1477874838.770836,18103056,1CFFFFFF,8,00,0E,F6,C4,81,74,D9,C8
1477874838.771131,18103351,1CFFFFFF,8,00,0E,F6,C5,81,74,DA,F1
1477874838.771427,18103647,1CFFFFFF,8,00,0E,F6,C6,81,74,DC,21
1477874838.771724,18103945,1CFFFFFF,8,00,0E,F6,C7,81,74,DD,4A
1477874838.772024,18104245,1CFFFFFF,8,00,0E,F6,C8,81,74,DE,73
1477874838.772325,18104545,1CFFFFFF,8,00,0E,F6,C9,81,74,DF,9D
1477874838.772625,18104845,1CFFFFFF,8,00,0E,F6,CA,81,74,E0,C6
1477874838.772923,18105143,1CFFFFFF,8,00,0E,F6,CB,81,74,E1,F5
1477874838.773223,18105443,1CFFFFFF,8,00,0E,F6,CC,81,74,E3,1F
1477874838.773518,18105739,1CFFFFFF,8,00,0E,F6,CD,81,74,E4,48
1477874838.773814,18106035,1CFFFFFF,8,00,0E,F6,CE,81,74,E5,77
1477874838.774116,18106337,1CFFFFFF,8,00,0E,F6,CF,81,74,E6,9A
1477874838.774414,18106635,1CFFFFFF,8,00,0E,F6,D0,81,74,E7,C4
1477874838.774714,18106935,1CFFFFFF,8,00,0E,F6,D1,81,74,E8,F3
1477874838.775010,18107230,1CFFFFFF,8,00,0E,F6,D2,81,74,EA,1C
1477874838.775308,18107528,1CFFFFFF,8,00,0E,F6,D3,81,74,EB,4C
1477874838.775603,18107824,1CFFFFFF,8,00,0E,F6,D4,81,74,EC,6F
1477874838.775899,18108119,1CFFFFFF,8,00,0E,F6,D5,81,74,ED,98
1477874838.776200,18108420,1CFFFFFF,8,00,0E,F6,D6,81,74,EE,C1
1477874838.776498,18108718,1CFFFFFF,8,00,0E,F6,D7,81,74,EF,EB
1477874838.776794,18109014,1CFFFFFF,8,00,0E,F6,D8,81,74,F1,14
1477874838.777091,18109312,1CFFFFFF,8,00,0E,F6,D9,81,74,F2,3D
1477874838.777389,18109610,1CFFFFFF,8,00,0E,F6,DA,81,74,F3,66
1477874838.777689,18109910,1CFFFFFF,8,00,0E,F6,DB,81,74,F4,90
1477874838.777992,18110212,1CFFFFFF,8,00,0E,F6,DC,81,74,F5,BF
1477874838.778287,18110508,1CFFFFFF,8,00,0E,F6,DD,81,74,F6,E9
1477874838.778587,18110808,1CFFFFFF,8,00,0E,F6,DE,81,74,F8,18
1477874838.778894,18111115,1CFFFFFF,8,00,0E,F6,DF,81,74,F9,41
1477874838.779197,18111417,1CFFFFFF,8,00,0E,F6,E0,81,74,FA,6B
1477874838.779497,18111717,1CFFFFFF,8,00,0E,F6,E1,81,74,FB,9A
1477874838.779795,18112015,1CFFFFFF,8,00,0E,F6,E2,81,74,FC,CA
1477874838.780095,18112315,1CFFFFFF,8,00,0E,F6,E3,81,74,FD,FA
1477874838.780397,18112618,1CFFFFFF,8,00,0E,F6,E4,81,74,FF,23
1477874838.780695,18112915,1CFFFFFF,8,00,0E,F6,E5,81,75,00,4C
1477874838.780993,18113213,1CFFFFFF,8,00,0E,F6,E6,81,75,01,7B
1477874838.781293,18113513,1CFFFFFF,8,00,0E,F6,E7,81,75,02,A5
1477874838.781593,18113813,1CFFFFFF,8,00,0E,F6,E8,81,75,03,CE
1477874838.781895,18114116,1CFFFFFF,8,00,0E,F6,E9,81,75,04,FE
1477874838.782193,18114414,1CFFFFFF,8,00,0E,F6,EA,81,75,06,27
1477874838.782492,18114712,1CFFFFFF,8,00,0E,F6,EB,81,75,07,56
1477874838.782790,18115010,1CFFFFFF,8,00,0E,F6,EC,81,75,08,80
1477874838.783088,18115308,1CFFFFFF,8,00,0E,F6,ED,81,75,09,A9
1477874838.783388,18115608,1CFFFFFF,8,00,0E,F6,EE,81,75,0A,D2
1477874838.783688,18115908,1CFFFFFF,8,00,0E,F6,EF,81,75,0C,02
1477874838.783983,18116204,1CFFFFFF,8,00,0E,F6,F0,81,75,0D,2B
1477874838.784281,18116502,1CFFFFFF,8,00,0E,F6,F1,81,75,0E,54
1477874838.784581,18116802,1CFFFFFF,8,00,0E,F6,F2,81,75,0F,7D
1477874838.784877,18117097,1CFFFFFF,8,00,0E,F6,F3,81,75,10,A7
1477874838.785172,18117393,1CFFFFFF,8,00,0E,F6,F4,81,75,11,D0
1477874838.785470,18117691,1CFFFFFF,8,00,0E,F6,F5,81,75,12,F9
1477874838.785768,18117989,1CFFFFFF,8,00,0E,F6,F6,81,75,14,22
1477874838.786066,18118286,1CFFFFFF,8,00,0E,F6,F7,81,75,15,4C
1477874838.786364,18118584,1CFFFFFF,8,00,0E,F6,F8,81,75,16,75
1477874838.786662,18118882,1CFFFFFF,8,00,0E,F6,F9,81,75,17,A5
1477874838.786962,18119182,1CFFFFFF,8,00,0E,F6,FA,81,75,18,CE
1477874838.787267,18119487,1CFFFFFF,8,00,0E,F6,FB,81,75,19,F7
1477874838.787567,18119787,1CFFFFFF,8,00,0E,F6,FC,81,75,1B,20
1477874838.787865,18120085,1CFFFFFF,8,00,0E,F6,FD,81,75,1C,50
1477874838.788167,18120387,1CFFFFFF,8,00,0E,F6,FE,81,75,1D,80
1477874838.788467,18120687,1CFFFFFF,8,00,0E,F6,FF,81,75,1E,A9
1477874838.788768,18120988,1CFFFFFF,8,00,0E,F7,00,81,75,1F,D8
1477874838.789070,18121290,1CFFFFFF,8,00,0E,F7,01,81,75,21,02
1477874838.789368,18121588,1CFFFFFF,8,00,0E,F7,02,81,75,22,2B
1477874838.789668,18121888,1CFFFFFF,8,00,0E,F7,03,81,75,23,5B
1477874838.789966,18122186,1CFFFFFF,8,00,0E,F7,04,81,75,24,84
1477874838.790268,18122489,1CFFFFFF,8,00,0E,F7,05,81,75,25,B4
1477874838.790566,18122787,1CFFFFFF,8,00,0E,F7,06,81,75,26,DD
1477874838.790869,18123089,1CFFFFFF,8,00,0E,F7,07,81,75,28,0C
1477874838.791166,18123387,1CFFFFFF,8,00,0E,F7,08,81,75,29,36
1477874838.791462,18123682,1CFFFFFF,8,00,0E,F7,09,81,75,2A,65
1477874838.791760,18123980,1CFFFFFF,8,00,0E,F7,0A,81,75,2B,8E
1477874838.792055,18124276,1CFFFFFF,8,00,0E,F7,0B,81,75,2C,B8
1477874838.792353,18124573,1CFFFFFF,8,00,0E,F7,0C,81,75,2D,DB
1477874838.792651,18124871,1CFFFFFF,8,00,0E,F7,0D,81,75,2F,04
1477874838.792949,18125169,1CFFFFFF,8,00,0E,F7,0E,81,75,30,2D
1477874838.793249,18125469,1CFFFFFF,8,00,0E,F7,0F,81,75,31,5D
1477874838.793547,18125767,1CFFFFFF,8,00,0E,F7,10,81,75,32,86
1477874838.793845,18126066,1CFFFFFF,8,00,0E,F7,11,81,75,33,AF
1477874838.794143,18126363,1CFFFFFF,8,00,0E,F7,12,81,75,34,D8
1477874838.794440,18126661,1CFFFFFF,8,00,0E,F7,13,81,75,36,02
1477874838.794736,18126956,1CFFFFFF,8,00,0E,F7,14,81,75,37,2B
1477874838.795035,18127255,1CFFFFFF,8,00,0E,F7,15,81,75,38,54
1477874838.795333,18127553,1CFFFFFF,8,00,0E,F7,16,81,75,39,7D
1477874838.795631,18127851,1CFFFFFF,8,00,0E,F7,17,81,75,3A,A7
1477874838.795926,18128147,1CFFFFFF,8,00,0E,F7,18,81,75,3B,D6
1477874838.796226,18128447,1CFFFFFF,8,00,0E,F7,19,81,75,3D,00
1477874838.796524,18128745,1CFFFFFF,8,00,0E,F7,1A,81,75,3E,22
1477874838.796823,18129043,1CFFFFFF,8,00,0E,F7,1B,81,75,3F,52
1477874838.797122,18129343,1CFFFFFF,8,00,0E,F7,1C,81,75,40,7B
1477874838.797420,18129641,1CFFFFFF,8,00,0E,F7,1D,81,75,41,A5
1477874838.797718,18129939,1CFFFFFF,8,00,0E,F7,1E,81,75,42,D4
1477874838.798020,18130241,1CFFFFFF,8,00,0E,F7,1F,81,75,43,FD
1477874838.798318,18130539,1CFFFFFF,8,00,0E,F7,20,81,75,45,27
1477874838.798616,18130837,1CFFFFFF,8,00,0E,F7,21,81,75,46,50
1477874838.798912,18131132,1CFFFFFF,8,00,0E,F7,22,81,75,47,79
1477874838.799207,18131428,1CFFFFFF,8,00,0E,F7,23,81,75,48,A9
1477874838.799505,18131726,1CFFFFFF,8,00,0E,F7,24,81,75,49,CC
1477874838.799801,18132022,1CFFFFFF,8,00,0E,F7,25,81,75,4A,F5
1477874838.800103,18132324,1CFFFFFF,8,00,0E,F7,26,81,75,4C,1E
1477874838.800399,18132619,1CFFFFFF,8,00,0E,F7,27,81,75,4D,47
1477874838.800695,18132915,1CFFFFFF,8,00,0E,F7,28,81,75,4E,77
1477874838.800997,18133217,1CFFFFFF,8,00,0E,F7,29,81,75,4F,A0
1477874838.801293,18133513,1CFFFFFF,8,00,0E,F7,2A,81,75,50,C3
1477874838.801594,18133814,1CFFFFFF,8,00,0E,F7,2B,81,75,51,F3
1477874838.801892,18134113,1CFFFFFF,8,00,0E,F7,2C,81,75,53,1C
1477874838.802189,18134409,1CFFFFFF,8,00,0E,F7,2D,81,75,54,45
1477874838.802485,18134705,1CFFFFFF,8,00,0E,F7,2E,81,75,55,6E
1477874838.802786,18135007,1CFFFFFF,8,00,0E,F7,2F,81,75,56,9E
1477874838.803085,18135305,1CFFFFFF,8,00,0E,F7,30,81,75,57,C1
1477874838.803383,18135604,1CFFFFFF,8,00,0E,F7,31,81,75,58,F1
1477874838.803680,18135900,1CFFFFFF,8,00,0E,F7,32,81,75,5A,1A
1477874838.803978,18136199,1CFFFFFF,8,00,0E,F7,33,81,75,5B,49
1477874838.804275,18136495,1CFFFFFF,8,00,0E,F7,34,81,75,5C,6C
1477874838.804571,18136791,1CFFFFFF,8,00,0E,F7,35,81,75,5D,96
1477874838.804868,18137088,1CFFFFFF,8,00,0E,F7,36,81,75,5E,C5
1477874838.805166,18137386,1CFFFFFF,8,00,0E,F7,37,81,75,5F,E8
1477874838.805467,18137687,1CFFFFFF,8,00,0E,F7,38,81,75,61,11
1477874838.805761,18137982,1CFFFFFF,8,00,0E,F7,39,81,75,62,3B
1477874838.806058,18138278,1CFFFFFF,8,00,0E,F7,3A,81,75,63,6A
1477874838.806356,18138577,1CFFFFFF,8,00,0E,F7,3B,81,75,64,94
1477874838.806655,18138875,1CFFFFFF,8,00,0E,F7,3C,81,75,65,B6
1477874838.806951,18139172,1CFFFFFF,8,00,0E,F7,3D,81,75,66,E6
1477874838.807252,18139473,1CFFFFFF,8,00,0E,F7,3E,81,75,68,0F
1477874838.807553,18139774,1CFFFFFF,8,00,0E,F7,3F,81,75,69,32
1477874838.807851,18140072,1CFFFFFF,8,00,0E,F7,40,81,75,6A,62
1477874838.808151,18140371,1CFFFFFF,8,00,0E,F7,41,81,75,6B,91
1477874838.808447,18140667,1CFFFFFF,8,00,0E,F7,42,81,75,6C,BB
1477874838.808742,18140963,1CFFFFFF,8,00,0E,F7,43,81,75,6D,E4
1477874838.809042,18141263,1CFFFFFF,8,00,0E,F7,44,81,75,6F,0D
1477874838.809340,18141561,1CFFFFFF,8,00,0E,F7,45,81,75,70,36
1477874838.809640,18141861,1CFFFFFF,8,00,0E,F7,46,81,75,71,5F
1477874838.809941,18142161,1CFFFFFF,8,00,0E,F7,47,81,75,72,89
1477874838.810236,18142457,1CFFFFFF,8,00,0E,F7,48,81,75,73,B8
1477874838.810532,18142752,1CFFFFFF,8,00,0E,F7,49,81,75,74,E2
1477874838.810832,18143053,1CFFFFFF,8,00,0E,F7,4A,81,75,76,0B
1477874838.811128,18143348,1CFFFFFF,8,00,0E,F7,4B,81,75,77,34
1477874838.811426,18143646,1CFFFFFF,8,00,0E,F7,4C,81,75,78,5D
1477874838.811721,18143942,1CFFFFFF,8,00,0E,F7,4D,81,75,79,87
1477874838.812019,18144239,1CFFFFFF,8,00,0E,F7,4E,81,75,7A,B0
1477874838.812317,18144537,1CFFFFFF,8,00,0E,F7,4F,81,75,7B,D9
1477874838.812617,18144837,1CFFFFFF,8,00,0E,F7,50,81,75,7D,02
1477874838.812915,18145135,1CFFFFFF,8,00,0E,F7,51,81,75,7E,2B
1477874838.813213,18145433,1CFFFFFF,8,00,0E,F7,52,81,75,7F,55
1477874838.813511,18145731,1CFFFFFF,8,00,0E,F7,53,81,75,80,85
1477874838.813812,18146032,1CFFFFFF,8,00,0E,F7,54,81,75,81,AE
1477874838.814109,18146330,1CFFFFFF,8,00,0E,F7,55,81,75,82,D7
1477874838.814409,18146630,1CFFFFFF,8,00,0E,F7,56,81,75,84,00
1477874838.814705,18146925,1CFFFFFF,8,00,0E,F7,57,81,75,85,2A
1477874838.815005,18147225,1CFFFFFF,8,00,0E,F7,58,81,75,86,59
1477874838.815303,18147523,1CFFFFFF,8,00,0E,F7,59,81,75,87,83
1477874838.815601,18147821,1CFFFFFF,8,00,0E,F7,5A,81,75,88,AC
1477874838.815897,18148117,1CFFFFFF,8,00,0E,F7,5B,81,75,89,D5
1477874838.816197,18148417,1CFFFFFF,8,00,0E,F7,5C,81,75,8A,FE
1477874838.816492,18148713,1CFFFFFF,8,00,0E,F7,5D,81,75,8C,28
1477874838.816788,18149009,1CFFFFFF,8,00,0E,F7,5E,81,75,8D,51
1477874838.817086,18149306,1CFFFFFF,8,00,0E,F7,5F,81,75,8E,7A
1477874838.817388,18149609,1CFFFFFF,8,00,0E,F7,60,81,75,8F,A3
1477874838.817686,18149907,1CFFFFFF,8,00,0E,F7,61,81,75,90,CC
1477874838.817986,18150206,1CFFFFFF,8,00,0E,F7,62,81,75,91,FC
1477874838.818284,18150504,1CFFFFFF,8,00,0E,F7,63,81,75,93,25
1477874838.818580,18150800,1CFFFFFF,8,00,0E,F7,64,81,75,94,4E
1477874838.818878,18151098,1CFFFFFF,8,00,0E,F7,65,81,75,95,78
1477874838.819175,18151396,1CFFFFFF,8,00,0E,F7,66,81,75,96,A1
1477874838.819475,18151696,1CFFFFFF,8,00,0E,F7,67,81,75,97,CA
1477874838.819773,18151994,1CFFFFFF,8,00,0E,F7,68,81,75,98,F3
1477874838.820071,18152291,1CFFFFFF,8,00,0E,F7,69,81,75,9A,23
1477874838.820368,18152589,1CFFFFFF,8,00,0E,F7,6A,81,75,9B,4C
1477874838.820669,18152889,1CFFFFFF,8,00,0E,F7,6B,81,75,9C,76
1477874838.820967,18153187,1CFFFFFF,8,00,0E,F7,6C,81,75,9D,9F
1477874838.821267,18153487,1CFFFFFF,8,00,0E,F7,6D,81,75,9E,C8
1477874838.821567,18153787,1CFFFFFF,8,00,0E,F7,6E,81,75,9F,F1
1477874838.821865,18154085,1CFFFFFF,8,00,0E,F7,6F,81,75,A1,21
1477874838.822163,18154383,1CFFFFFF,8,00,0E,F7,70,81,75,A2,4A
1477874838.822460,18154681,1CFFFFFF,8,00,0E,F7,71,81,75,A3,7A
1477874838.822758,18154979,1CFFFFFF,8,00,0E,F7,72,81,75,A4,A3
1477874838.823054,18155274,1CFFFFFF,8,00,0E,F7,73,81,75,A5,CD
1477874838.823354,18155575,1CFFFFFF,8,00,0E,F7,74,81,75,A6,F6
1477874838.823657,18155877,1CFFFFFF,8,00,0E,F7,75,81,75,A8,1F
1477874838.823954,18156175,1CFFFFFF,8,00,0E,F7,76,81,75,A9,48
1477874838.824250,18156470,1CFFFFFF,8,00,0E,F7,77,81,75,AA,78
1477874838.824546,18156766,1CFFFFFF,8,00,0E,F7,78,81,75,AB,A1
1477874838.824844,18157064,1CFFFFFF,8,00,0E,F7,79,81,75,AC,CA
1477874838.825139,18157359,1CFFFFFF,8,00,0E,F7,7A,81,75,AD,ED
1477874838.825439,18157659,1CFFFFFF,8,00,0E,F7,7B,81,75,AF,1D
1477874838.825741,18157962,1CFFFFFF,8,00,0E,F7,7C,81,75,B0,40
1477874838.826041,18158262,1CFFFFFF,8,00,0E,F7,7D,81,75,B1,6F
1477874838.826340,18158560,1CFFFFFF,8,00,0E,F7,7E,81,75,B2,9F
1477874838.826640,18158860,1CFFFFFF,8,00,0E,F7,7F,81,75,B3,C8
1477874838.826938,18159158,1CFFFFFF,8,00,0E,F7,80,81,75,B4,F1
1477874838.827238,18159458,1CFFFFFF,8,00,0E,F7,81,81,75,B6,21
1477874838.827538,18159758,1CFFFFFF,8,00,0E,F7,82,81,75,B7,4A
1477874838.827834,18160054,1CFFFFFF,8,00,0E,F7,83,81,75,B8,73
1477874838.828131,18160352,1CFFFFFF,8,00,0E,F7,84,81,75,B9,9D
1477874838.828427,18160647,1CFFFFFF,8,00,0E,F7,85,81,75,BA,CC
1477874838.828729,18160950,1CFFFFFF,8,00,0E,F7,86,81,75,BB,EF
1477874838.829025,18161245,1CFFFFFF,8,00,0E,F7,87,81,75,BD,18
1477874838.829323,18161543,1CFFFFFF,8,00,0E,F7,88,81,75,BE,48
1477874838.829623,18161844,1CFFFFFF,8,00,0E,F7,89,81,75,BF,71
1477874838.829921,18162141,1CFFFFFF,8,00,0E,F7,8A,81,75,C0,9A
1477874838.830221,18162441,1CFFFFFF,8,00,0E,F7,8B,81,75,C1,C4
1477874838.830517,18162737,1CFFFFFF,8,00,0E,F7,8C,81,75,C2,ED
1477874838.830817,18163037,1CFFFFFF,8,00,0E,F7,8D,81,75,C4,1D
1477874838.831114,18163335,1CFFFFFF,8,00,0E,F7,8E,81,75,C5,40
1477874838.831417,18163637,1CFFFFFF,8,00,0E,F7,8F,81,75,C6,6F
1477874838.831713,18163933,1CFFFFFF,8,00,0E,F7,90,81,75,C7,98
1477874838.832008,18164228,1CFFFFFF,8,00,0E,F7,91,81,75,C8,C8
1477874838.832306,18164526,1CFFFFFF,8,00,0E,F7,92,81,75,C9,F1
1477874838.832604,18164825,1CFFFFFF,8,00,0E,F7,93,81,75,CB,14
1477874838.832902,18165123,1CFFFFFF,8,00,0E,F7,94,81,75,CC,44
1477874838.833200,18165421,1CFFFFFF,8,00,0E,F7,95,81,75,CD,6D
1477874838.833496,18165716,1CFFFFFF,8,00,0E,F7,96,81,75,CE,96
1477874838.833796,18166017,1CFFFFFF,8,00,0E,F7,97,81,75,CF,C0
1477874838.834094,18166314,1CFFFFFF,8,00,0E,F7,98,81,75,D0,E3
1477874838.834389,18166610,1CFFFFFF,8,00,0E,F7,99,81,75,D2,12
1477874838.834685,18166905,1CFFFFFF,8,00,0E,F7,9A,81,75,D3,3B
1477874838.834985,18167205,1CFFFFFF,8,00,0E,F7,9B,81,75,D4,64
1477874838.835281,18167501,1CFFFFFF,8,00,0E,F7,9C,81,75,D5,8E
1477874838.835581,18167801,1CFFFFFF,8,00,0E,F7,9D,81,75,D6,B7
1477874838.835881,18168101,1CFFFFFF,8,00,0E,F7,9E,81,75,D7,E0
